Name,Compound,Date_Tweeted,Favorite,Negative,Neutral,Positive,Retweet,Tweet,User
CBS News,-0.035,Thu Apr 26 12:20:01 +0000 2018,13,0.865,0.072,0.063,25,"Train crashes into school van at an ungated railroad crossing in northern India, killing 12 children, police say.… https://t.co/Ep5Hle76ix",@CBSNews
CBS News,-0.038,Thu Apr 26 12:16:30 +0000 2018,107,0.865,0.073,0.062,85,"South Africa's so-called ""Day Zero"" of no water has been pushed back to 2019, but global water shortages are still… https://t.co/2hrEEL9pIV",@CBSNews
CBS News,-0.037,Thu Apr 26 12:16:26 +0000 2018,0,0.867,0.072,0.061,23,RT @CBSThisMorning: AHEAD: @JakeTapper joins us live in Studio 57. https://t.co/1eYxUr91i2,@CBSNews
CBS News,-0.036,Thu Apr 26 12:09:25 +0000 2018,57,0.869,0.071,0.061,44,French President Emmanuel Macron says he thinks President Trump will back out of the Iran nuclear deal in the next… https://t.co/DjeuVVXTVT,@CBSNews
CBS News,-0.036,Thu Apr 26 12:06:14 +0000 2018,41,0.871,0.07,0.06,33,Rear Adm. Ronny Jackson is withdrawing his nomination to be Veteran Affairs secretary. @MajorCBS is outside the Whi… https://t.co/GCwPo23NaG,@CBSNews
CBS News,-0.035,Thu Apr 26 12:01:01 +0000 2018,88,0.872,0.069,0.059,59,"NEW: White House doctor Ronny Jackson withdraws nomination to lead department of Veterans Affairs, calls allegation… https://t.co/ikZ2UupCH9",@CBSNews
CBS News,-0.047,Thu Apr 26 12:00:02 +0000 2018,63,0.867,0.073,0.059,14,Prisoner on Texas death row for killing a 5-year-old girl and her grandmother at a child's birthday party a decade… https://t.co/Q3VrlKehfa,@CBSNews
CBS News,-0.046,Thu Apr 26 11:53:39 +0000 2018,18,0.869,0.072,0.059,19,.@CBSThisMorning takes a look at some of today’s headlines from around the globe: https://t.co/O47vpjZnF2,@CBSNews
CBS News,-0.054,Thu Apr 26 11:45:46 +0000 2018,94,0.867,0.075,0.058,51,Veterans are twice as likely as non-veterans to die from accidental overdoses involving prescription opioids. In an… https://t.co/Q5ouqWsSZA,@CBSNews
CBS News,-0.053,Thu Apr 26 11:40:06 +0000 2018,89,0.868,0.074,0.058,47,An official from the Port Authority of New York and New Jersey caught on video apparently trying to influence polic… https://t.co/lUlYtXi4jP,@CBSNews
CBS News,-0.044,Thu Apr 26 11:40:01 +0000 2018,139,0.868,0.073,0.059,19,"Prince Harry has asked elder brother Prince William to be best man at his wedding next month, Britain's royal offic… https://t.co/IQqkZ1MDXS",@CBSNews
CBS News,-0.043,Thu Apr 26 11:35:05 +0000 2018,71,0.87,0.072,0.059,35,Hip hop mogul Kanye West is facing backlash from some fans and music industry peers for a series of tweets offering… https://t.co/ISywAjnaB1,@CBSNews
CBS News,-0.034,Thu Apr 26 11:22:41 +0000 2018,167,0.868,0.071,0.061,38,"Former President George H.W. Bush is out of intensive care. A family spokesman says Mr. Bush is alert and talking,… https://t.co/ZusrIRptli",@CBSNews
CBS News,-0.045,Thu Apr 26 11:20:01 +0000 2018,49,0.864,0.076,0.06,15,"""We just didn't give up."" Survivor terrorized by Golden State Killer speaks out after arrest made in decades-long c… https://t.co/EaR0b8P7GH",@CBSNews
CBS News,-0.044,Thu Apr 26 11:19:32 +0000 2018,44,0.865,0.075,0.06,33,"New numbers, released by AAA, show a historic rise in the number of deaths from hit-and-run crashes. More than 2,00… https://t.co/jY4YZGvj5j",@CBSNews
CBS News,-0.046,Thu Apr 26 11:17:38 +0000 2018,45,0.866,0.075,0.059,19,"Pres. Trump's personal attorney, Michael Cohen, says he will plead the 5th in the Stormy Daniels lawsuit. The move… https://t.co/TOkzDuK6CJ",@CBSNews
CBS News,-0.049,Thu Apr 26 11:11:29 +0000 2018,67,0.866,0.075,0.059,44,White House sources tell CBS News they suspect Rear Adm. Ronny Jackson will withdraw his nomination to be VA secret… https://t.co/EbpWvn8Q4e,@CBSNews
CBS News,-0.053,Thu Apr 26 11:08:38 +0000 2018,100,0.866,0.076,0.058,59,Strikes by teachers across Arizona and Colorado today and tomorrow will force more than a million students to miss… https://t.co/fFgTO6DvSW,@CBSNews
CBS News,-0.055,Thu Apr 26 11:04:57 +0000 2018,64,0.865,0.077,0.058,31,Investigators in California say advanced DNA technology led them to one of the country's most notorious serial kill… https://t.co/GeRdQKsdGT,@CBSNews
CBS News,-0.065,Thu Apr 26 11:00:02 +0000 2018,84,0.863,0.08,0.058,29,"Rapper Meek Mill says that now that he's out of prison, a lot of people facing similar battles with the criminal ju… https://t.co/Z6XVxVesBe",@CBSNews
CBS News,-0.058,Thu Apr 26 10:40:01 +0000 2018,30,0.862,0.079,0.059,22,Rudy Giuliani and President Trump's newly reconfigured legal team met Tuesday with special counsel Robert Mueller a… https://t.co/z3SPbswJZl,@CBSNews
CBS News,-0.054,Thu Apr 26 10:30:01 +0000 2018,22,0.862,0.078,0.06,9,"Coming up on @CBSThisMorning’s #AMorePerfectUnion series, find out how cursive writing is creating some unlikely fr… https://t.co/ShIVQI17FY",@CBSNews
CBS News,-0.054,Thu Apr 26 10:20:02 +0000 2018,49,0.864,0.077,0.059,49,"About 130 Central Americans have arrived at the U.S. border with Mexico in a ""caravan"" of asylum-seeking immigrants… https://t.co/hFxFK1Jl4Q",@CBSNews
CBS News,-0.056,Thu Apr 26 10:15:01 +0000 2018,38,0.864,0.077,0.059,36,AHEAD: @CBSThisMorning is outside Sacramento with new details about the former police officer now accused of being… https://t.co/rZTwOTbxnq,@CBSNews
CBS News,-0.062,Thu Apr 26 10:03:05 +0000 2018,27,0.862,0.08,0.058,28,"1 million kids suffer ID theft, so parents beware https://t.co/7d9fSYkP58 https://t.co/v13RltJ3IZ",@CBSNews
CBS News,-0.066,Thu Apr 26 09:48:03 +0000 2018,35,0.862,0.081,0.057,33,"East Asian tick species arrives in New Jersey, could carry dangerous virus https://t.co/mx9QHapAcp https://t.co/uBbYf1TEj9",@CBSNews
CBS News,-0.059,Thu Apr 26 09:43:34 +0000 2018,24,0.86,0.08,0.06,19,EPA security chief also worked for tabloid owner who supports Trump https://t.co/4n8PLRrGpg https://t.co/yJNBRN9vnq,@CBSNews
CBS News,-0.058,Thu Apr 26 09:35:47 +0000 2018,20,0.862,0.079,0.059,6,Commentary: What Ronny Jackson reveals about our politics https://t.co/0GcNTjoIKQ https://t.co/8AOb931p4D,@CBSNews
CBS News,-0.058,Thu Apr 26 09:30:14 +0000 2018,15,0.859,0.08,0.061,14,Fear of rising interest rates is stalking Wall Street https://t.co/F9JOV09TrE https://t.co/TBcnkRVqpb,@CBSNews
CBS News,-0.065,Thu Apr 26 09:24:05 +0000 2018,14,0.855,0.085,0.06,10,Don't make this dangerous Medicare mistake https://t.co/fIsElZFH1Y https://t.co/EDDecIcFDn,@CBSNews
CBS News,-0.065,Thu Apr 26 09:18:03 +0000 2018,20,0.856,0.084,0.06,8,Japan can't stomach dish on menu for Kim Jong Un summit https://t.co/HM4EFssehW https://t.co/rWCqf2uwP7,@CBSNews
CBS News,-0.063,Thu Apr 26 09:10:07 +0000 2018,32,0.856,0.083,0.061,17,"""Caravan"" of migrants reaches U.S. border https://t.co/vUeGJJ73lM https://t.co/YMauwZWwln",@CBSNews
CBS News,-0.072,Thu Apr 26 09:03:05 +0000 2018,49,0.852,0.088,0.06,16,"After a death, how much can a ""broken heart"" hurt survivors? https://t.co/HRXJMLeJox https://t.co/tquw2R3ZiI",@CBSNews
CBS News,-0.077,Thu Apr 26 08:58:04 +0000 2018,55,0.851,0.09,0.059,15,Patton Oswalt: My late wife's book aided Golden State Killer hunt https://t.co/SX0DYtmevp https://t.co/kZkcvs0j6g,@CBSNews
VICE News,0.0,Thu Apr 26 22:47:08 +0000 2018,0,1.0,0.0,0.0,6,RT @EvanMcS: .@wheelb and I went to Wisconsin https://t.co/lqK9ppoj8u,@vicenews
VICE News,0.404,Thu Apr 26 22:37:53 +0000 2018,47,0.842,0.0,0.158,19,Paul Ryan is retiring from the House. And a Democrat like @IronStache may have a chance to win his seat in a distri… https://t.co/nl1RdWxhBY,@vicenews
VICE News,0.482,Thu Apr 26 22:25:05 +0000 2018,0,0.837,0.0,0.163,2,"RT @thelesliexia: BACK AT IT AGAIN, SOME GOOD ONES FROM TODAY. Web cover art for @vicenews 04.26.18. Stories threaded below!! https://t.co/…",@vicenews
VICE News,0.457,Thu Apr 26 22:21:27 +0000 2018,0,0.849,0.0,0.151,5,RT @ItsMikeKay: On tonight's @vicenews on @hbo I'll be talking about the relative benefits of posting photos of phones displaying instagram…,@vicenews
VICE News,0.246,Thu Apr 26 22:21:21 +0000 2018,0,0.85,0.029,0.121,5,RT @AStocktonFilms: North and South Korea have technically been at war for the past 68 years. Check out this title card I made for a segmen…,@vicenews
VICE News,0.268,Thu Apr 26 21:55:39 +0000 2018,0,0.847,0.024,0.129,5,RT @xtinasterbenz: This is a lede I wrote today. What a time to be alive. https://t.co/kGzui98A7M https://t.co/3aZjO8yapO,@vicenews
VICE News,0.23,Thu Apr 26 21:50:08 +0000 2018,83,0.869,0.021,0.11,23,"We'll buy a lot of clothes when we don't really need em
Things we buy to cover up what's inside 
https://t.co/30p6YdFNHa",@vicenews
VICE News,0.092,Thu Apr 26 21:43:07 +0000 2018,0,0.831,0.072,0.096,15,RT @motherboard: Internet sleuths are harassing the family of the Golden State Killer suspect https://t.co/h8VViCjRwU https://t.co/V2ITdaLU…,@vicenews
VICE News,0.117,Thu Apr 26 21:41:25 +0000 2018,24,0.837,0.064,0.098,7,".@AliceCooper's ""School's Out"" turned 46 today. This is why a pair of paper panties shipped with each original copy… https://t.co/xewuCVeM0j",@vicenews
VICE News,0.169,Thu Apr 26 21:21:52 +0000 2018,11,0.836,0.058,0.106,12,"“We have incredible pictures of the two talking and meeting, which I’d love to release,” Trump said. 

Here they ar… https://t.co/CaDBYytDz0",@vicenews
VICE News,0.123,Thu Apr 26 21:10:00 +0000 2018,0,0.84,0.063,0.096,27,"RT @vicenews: 20-year-old Bailey McCoy accidentally voted twice in the 2016 presidential election - for Donald Trump. Kris Kobach, Trump's…",@vicenews
VICE News,0.113,Thu Apr 26 21:03:14 +0000 2018,8,0.854,0.058,0.088,3,Three emojis in particular are indicators of sex trafficking https://t.co/CUllIEr53k,@vicenews
VICE News,0.104,Thu Apr 26 20:54:23 +0000 2018,0,0.841,0.066,0.094,21,"RT @broadly: Incels are celebrating the Toronto van rampage by calling the attacker, ""our next saint"" https://t.co/nqg58OK9KL https://t.co/…",@vicenews
VICE News,0.038,Thu Apr 26 20:39:52 +0000 2018,0,0.819,0.087,0.094,10,"RT @vicecanada: A chef, single mother, and a cancer survivor were among those killed in Monday's carnage. https://t.co/aZGhUyM1v1",@vicenews
VICE News,0.072,Thu Apr 26 20:34:36 +0000 2018,151,0.802,0.09,0.108,75,"Bill Cosby was caught laughing, literally smiling from ear-to-ear, during the prosecutor’s closing arguments https://t.co/Gq5sL9PDIK",@vicenews
VICE News,0.1,Thu Apr 26 20:15:58 +0000 2018,21,0.788,0.084,0.127,4,That era of good feeling is over https://t.co/V97VNGecRP,@vicenews
VICE News,0.095,Thu Apr 26 20:10:27 +0000 2018,133,0.801,0.079,0.12,40,"“In any other administration, Republican or Democrat, you would be long gone by now.” https://t.co/s18FiVopZZ",@vicenews
VICE News,0.079,Thu Apr 26 20:04:33 +0000 2018,0,0.806,0.08,0.113,10,RT @VICE: Melania Trump has her own wax exhibit and it's as weird as you'd expect. https://t.co/bS3Rpvto2r,@vicenews
VICE News,0.124,Thu Apr 26 19:42:52 +0000 2018,33,0.788,0.076,0.135,17,"""He’s a great guy — smart, strong, he loves holding my hand,"" Trump said about Macron https://t.co/kbK6sE933T https://t.co/YYCGrrqoPn",@vicenews
VICE News,0.07,Thu Apr 26 19:36:09 +0000 2018,0,0.767,0.098,0.135,150,"RT @VICE: The alleged ""Golden State Killer"" committed even more horrors than notorious murderers like the Zodiac Killer and Jeffrey Dahmer.…",@vicenews
VICE News,0.067,Thu Apr 26 19:35:38 +0000 2018,0,0.778,0.094,0.128,11,RT @xtinasterbenz: @thelesliexia really out did herself with this one https://t.co/kGzui98A7M https://t.co/ZUBWQ9KpdJ,@vicenews
VICE News,0.084,Thu Apr 26 18:56:13 +0000 2018,0,0.78,0.089,0.131,220,"RT @VICE: Bars can boot Trump supporters for wearing MAGA hats, judge rules. https://t.co/T1md5q8lgR",@vicenews
VICE News,0.08,Thu Apr 26 18:45:31 +0000 2018,43,0.79,0.085,0.125,20,This is what you need to know about the Michael Cohen case https://t.co/PTsFW7AB8F,@vicenews
VICE News,0.089,Thu Apr 26 18:43:43 +0000 2018,54,0.794,0.082,0.124,14,.@GabbyGiffords has had a long road to recovery since surviving a gunshot wound to the head in 2011. She's just war… https://t.co/5j99x71ijT,@vicenews
VICE News,0.058,Thu Apr 26 18:26:33 +0000 2018,37,0.788,0.09,0.122,14,Cosby also lashed out prosecutors after the guilty verdict. They argued he was a flight risk because he had a priva… https://t.co/sn0zbEmmoi,@vicenews
VICE News,0.052,Thu Apr 26 18:25:26 +0000 2018,38,0.793,0.09,0.117,23,"UPDATE: Cosby will be out on bail until sentencing, but has been ordered to remain in the state https://t.co/iaeeqzrGOE",@vicenews
VICE News,0.062,Thu Apr 26 18:05:29 +0000 2018,19,0.785,0.086,0.129,5,Cool pics ahead https://t.co/kbK6sE933T,@vicenews
VICE News,0.045,Thu Apr 26 17:55:15 +0000 2018,93,0.783,0.092,0.124,49,Cosby was found guilty on all three counts https://t.co/iaeeqzrGOE,@vicenews
VICE News,0.026,Thu Apr 26 17:52:48 +0000 2018,509,0.782,0.098,0.12,326,BREAKING: Bill Cosby convicted of drugging and sexually assaulting a woman https://t.co/XRTTjIIfHQ,@vicenews
VICE News,0.012,Thu Apr 26 17:24:35 +0000 2018,0,0.786,0.098,0.116,33,"RT @NoiseyMusic: ""He really struggled with thoughts about Meaning, Life, Happiness,"" the statement reads. ""He could not go on any longer. H…",@vicenews
VICE News,0.0,Thu Apr 26 17:07:22 +0000 2018,0,0.789,0.099,0.112,8,"RT @vicecanada: A week after a major fire, VICE visited the refugee camp where the community is rebuilding. https://t.co/GgsONhmvmF",@vicenews
VICE News,-0.025,Thu Apr 26 16:38:36 +0000 2018,10,0.785,0.107,0.109,5,"“We are, in effect, collateral damage, in the war between the Russian government and Telegram."" https://t.co/LBq77ibeJv",@vicenews
VICE News,-0.02,Thu Apr 26 16:32:59 +0000 2018,31,0.785,0.106,0.109,29,"This is the program that trains teachers to stop mass shootings with guns

See our special report, The Parkland Eff… https://t.co/t4wtorJOyO",@vicenews
VICE News,-0.037,Thu Apr 26 16:27:30 +0000 2018,0,0.784,0.11,0.106,9,RT @learmonth: The Kremlin's war on Telegram is wrecking Russia's internet https://t.co/eAxt6REm9l via @vicenews,@vicenews
VICE News,-0.036,Thu Apr 26 16:18:30 +0000 2018,0,0.791,0.107,0.103,28,"RT @aarti411: American anti-abortion activists are using Facebook advertising to meddle in Ireland’s abortion referendum.

It's not just Ru…",@vicenews
VICE News,-0.035,Thu Apr 26 15:51:45 +0000 2018,0,0.796,0.104,0.1,16,"RT @motherboard: This master hotel key was able to unlock ""millions of doors"" around the world https://t.co/sEiaM5GskN https://t.co/vk3mjd8…",@vicenews
VICE News,-0.034,Thu Apr 26 15:50:27 +0000 2018,7,0.802,0.101,0.097,1,ICYMI: Here's a blow by blow https://t.co/5EXRxN4740,@vicenews
VICE News,-0.05,Thu Apr 26 15:46:09 +0000 2018,0,0.797,0.105,0.098,13,RT @learmonth: Worth reading: British MPs forced Facebook to apologize for threatening Guardian journalists for their Cambridge Analytica r…,@vicenews
VICE News,-0.061,Thu Apr 26 15:44:35 +0000 2018,37,0.792,0.113,0.095,15,"It got ugly, and fast https://t.co/rCe4Y0hCZ3",@vicenews
VICE News,-0.055,Thu Apr 26 15:37:10 +0000 2018,62,0.791,0.112,0.097,22,The president’s call into Fox and Friends on Thursday morning was ranty and bizarre even by Trumpian standards https://t.co/QylKPthXK7,@vicenews
VICE News,-0.053,Thu Apr 26 14:59:10 +0000 2018,0,0.791,0.112,0.097,37,"RT @motherboard: Ajit Pai is intentionally delaying the official repeal of net neutrality, and no one is sure why https://t.co/DAB7PNhbqJ h…",@vicenews
VICE News,-0.064,Thu Apr 26 14:58:46 +0000 2018,0,0.791,0.113,0.096,198,"RT @VICE: They miss the old Kanye, straight from the 'Go Kanye, chop up the soul Kanye, set on his goals Kanye, they hate the new Kanye, th…",@vicenews
VICE News,-0.05,Thu Apr 26 14:58:29 +0000 2018,0,0.79,0.111,0.1,20,RT @VICE: Someone turned James Comey into a crime-fighting comic-book hero. https://t.co/So7AlXpHrv,@vicenews
VICE News,-0.066,Thu Apr 26 14:58:14 +0000 2018,44,0.784,0.116,0.1,16,The anonymous revenge porn sharing site Anon-IB notorious for revenge and child pornography has been shut down inde… https://t.co/DGGuLqQ2XZ,@vicenews
VICE News,-0.082,Thu Apr 26 14:45:11 +0000 2018,0,0.783,0.119,0.097,16,RT @Shawna: The aftermath of gun violence is a daily part of Giffords life. This is how she deals with it: https://t.co/OD9qYN34wC,@vicenews
VICE News,-0.08,Thu Apr 26 14:41:55 +0000 2018,0,0.788,0.117,0.095,96,"RT @CREWcrew: The Facebook data at the center of the Cambridge Analytica controversy may not have been deleted.
https://t.co/JWHpj42K5V",@vicenews
VICE News,-0.089,Thu Apr 26 14:29:49 +0000 2018,46,0.789,0.117,0.094,13,"""Closing the door to the world will not stop the evolution of the world. It will not douse, but inflame the fears o… https://t.co/T90fsjLJ2J",@vicenews
VICE News,-0.078,Thu Apr 26 14:24:17 +0000 2018,0,0.79,0.115,0.095,196,"RT @GabbyGiffords: Thanks, @VICENews, for joining me at home in Tucson &amp; in DC for the #MarchForOurLives. My recovery hasn’t been easy—but…",@vicenews
VICE News,-0.057,Thu Apr 26 14:23:53 +0000 2018,0,0.784,0.112,0.104,104,RT @ShuttleCDRKelly: This is what courage looks like. Thanks to @VICENews for this great profile of Gabby’s inspiring work. https://t.co/At…,@vicenews
VICE News,-0.067,Thu Apr 26 14:15:09 +0000 2018,12,0.785,0.113,0.102,3,"""We need to differentiate between art as a stylistic device or a form of provocation that only serves to destroy an… https://t.co/EiAENdqZe6",@vicenews
VICE News,-0.065,Thu Apr 26 13:27:36 +0000 2018,42,0.789,0.111,0.1,17,"“Rather than using a public restroom, the leader of North Korea has a personal toilet that follows him around when… https://t.co/zbfglQlqPa",@vicenews
VICE News,-0.071,Thu Apr 26 13:23:11 +0000 2018,19,0.791,0.111,0.098,12,Public health and environmental advocacy groups have already sounded the alarm about the new “secret science” rule https://t.co/jRAQ9Cwgwq,@vicenews
VICE News,-0.069,Thu Apr 26 12:54:12 +0000 2018,25,0.795,0.109,0.096,7,Here's why Trump's doctor just withdrew his nomination for VA secretary https://t.co/cgFgRjXLzT https://t.co/4FUmYhrvZy,@vicenews
VICE News,-0.056,Thu Apr 26 11:41:44 +0000 2018,52,0.793,0.107,0.1,16,Macron played nicely with Trump for three days — and got nothing https://t.co/eN6Z9WupNY https://t.co/bgdadUczFI,@vicenews
VICE News,-0.051,Thu Apr 26 10:01:05 +0000 2018,33,0.794,0.105,0.101,13,Segregation still exists. Here's how Baltimore is trying to solve it. https://t.co/PfTuEjwTRm https://t.co/PyjW3uLK20,@vicenews
VICE News,-0.062,Thu Apr 26 09:03:01 +0000 2018,36,0.794,0.107,0.099,7,Everything we know so far about alleged Golden State Killer Joseph James DeAngelo https://t.co/PxhLbNL6fk https://t.co/GGe60TKrgj,@vicenews
VICE News,-0.072,Thu Apr 26 08:02:08 +0000 2018,17,0.794,0.109,0.097,8,Florida and Georgia have been fighting over water for decades. Now they're taking their fight all the way to the Su… https://t.co/8bNaoUpP1m,@vicenews
VICE News,-0.072,Thu Apr 26 07:02:00 +0000 2018,16,0.795,0.109,0.095,5,Here's how hard it is for Hongkongers to find a resting place https://t.co/TY2VCTdFvy,@vicenews
VICE News,-0.071,Thu Apr 26 05:03:00 +0000 2018,59,0.799,0.107,0.094,25,"""I get a lot of black market clients that I never had before, asking me to do stuff on the black market now."" https://t.co/f0WW1p591E",@vicenews
VICE News,-0.077,Thu Apr 26 04:02:00 +0000 2018,35,0.799,0.108,0.092,15,Australia also has a camel problem. And here's how they're trying to fix it. https://t.co/7oL6tJHnRQ,@vicenews
VICE News,-0.075,Thu Apr 26 03:02:00 +0000 2018,24,0.803,0.107,0.091,14,“It seems to be targeted at science that's already been through reviews.”  https://t.co/jRAQ9Cwgwq,@vicenews
VICE News,-0.087,Thu Apr 26 00:58:03 +0000 2018,173,0.797,0.112,0.091,41,"Gabby Giffords is just warming up in her fight against gun violence
https://t.co/VsCh7Mgq0I https://t.co/4PhO0hZkUU",@vicenews
VICE News,-0.086,Wed Apr 25 23:55:51 +0000 2018,1,0.801,0.11,0.089,0,"That's #VICENewsTonight for Wednesday, April 25. 

Tune in tomorrow at 7:30 for a brand new episode, and watch anyt… https://t.co/9cs55qZIJw",@vicenews
VICE News,-0.079,Wed Apr 25 23:53:54 +0000 2018,17,0.798,0.111,0.091,0,"Proponents of free range parenting argue that as the world has gotten safer, kids are no longer allowed to just be kids #VICENewsTonight",@vicenews
VICE News,-0.088,Wed Apr 25 23:53:10 +0000 2018,5,0.797,0.114,0.089,1,"""Why do we have to fight a battle against walking home from a bus stop?"" -Benny  #VICENewsTonight",@vicenews
VICE News,-0.088,Wed Apr 25 23:51:46 +0000 2018,7,0.799,0.113,0.088,3,"Benny Carson is 7. His mother wants him to be able to walk home from the bus, through this park, alone, but the Cin… https://t.co/0KzwTjO2xj",@vicenews
VICE News,-0.091,Wed Apr 25 23:45:38 +0000 2018,19,0.799,0.113,0.088,11,"""It's really critical that we deal with global warming, or we simply won't have coral reefs in the future."" -Scient… https://t.co/RLbKHuiKdv",@vicenews
VICE News,-0.081,Wed Apr 25 23:44:58 +0000 2018,10,0.799,0.112,0.089,6,"Scientist Terry Hughes has been studying coral for decades, and he said the Great Barrier Reef is unrecognizable now #VICENewsTonight",@vicenews
VICE News,-0.077,Wed Apr 25 23:44:00 +0000 2018,4,0.795,0.114,0.091,4,A 2016 bleaching event significantly damaged one third of the Great Barrier Reef #VICENewsTonight,@vicenews
VICE News,-0.076,Wed Apr 25 23:43:14 +0000 2018,14,0.798,0.112,0.09,2,"The EPA ordered just $1.6 billion in fines last year, one fifth of the amount in 2016 #VICENewsTonight",@vicenews
VICE News,-0.079,Wed Apr 25 23:42:34 +0000 2018,13,0.799,0.112,0.088,3,"Pruitt asked for $2.5 billion less for the EPA's budget in 2019, a 23 percent cut #VICENewsTonight",@vicenews
VICE News,-0.078,Wed Apr 25 23:41:34 +0000 2018,16,0.802,0.111,0.087,9,Scott Pruitt's spending habits will be under scrutiny at two Congressional hearings tomorrow #VICENewsTonight,@vicenews
VICE News,-0.077,Wed Apr 25 23:41:04 +0000 2018,7,0.805,0.109,0.086,1,#VICENewsTonight https://t.co/VWClFgDMvs,@vicenews
VICE News,-0.085,Wed Apr 25 23:40:12 +0000 2018,12,0.804,0.111,0.085,2,"""The gun lobby says these reforms are an infringement on your rights. They're not. Nobody's trying to take away any… https://t.co/qK0BDUUu1D",@vicenews
VICE News,-0.084,Wed Apr 25 23:39:19 +0000 2018,8,0.806,0.109,0.084,1,"""Being able to resume your public speaking life I think has been really important,"" @GabbyGiffords' speech pathologist said #VICENewsTonight",@vicenews
VICE News,-0.083,Wed Apr 25 23:37:49 +0000 2018,10,0.809,0.108,0.083,1,"When @GabbyGiffords went back to the Safeway store where she was shot, she remembered two things: where she parked… https://t.co/r4IuWsjVS9",@vicenews
VICE News,-0.078,Wed Apr 25 23:35:52 +0000 2018,11,0.81,0.107,0.084,1,"After the Nashville Waffle House shooting, former Arizona congresswoman @GabbyGiffords spoke out. Since surviving a… https://t.co/Zk0HcHM6zD",@vicenews
VICE News,-0.077,Wed Apr 25 23:31:54 +0000 2018,3,0.812,0.105,0.083,0,#VICENewsTonight starts right now,@vicenews
VICE News,-0.08,Wed Apr 25 23:20:42 +0000 2018,0,0.813,0.105,0.082,14,RT @NickMiriello: Read @daithaigilbert on how U.S. groups are using Facebook to mess with Ireland's historic Abortion referendum. This is a…,@vicenews
VICE News,-0.078,Wed Apr 25 22:45:05 +0000 2018,0,0.815,0.104,0.081,141,"RT @vicenews: In an exclusive interview, we saw how @GabbyGiffords continues to recover seven years after being shot, and how that drives h…",@vicenews
VICE News,-0.082,Wed Apr 25 22:35:30 +0000 2018,48,0.815,0.105,0.08,16,"Ronny Jackson prescribed himself drugs and had a drinking problem, colleagues say 
https://t.co/QP8yFK6ZAt https://t.co/hwuhXPxkbn",@vicenews
VICE News,-0.082,Wed Apr 25 22:32:47 +0000 2018,26,0.814,0.105,0.081,16,"The EPA said major scientific journals don’t allow “secret science.”

That’s not true.

https://t.co/SCTvtUQRqy https://t.co/DyaG9huKRP",@vicenews
VICE News,-0.081,Wed Apr 25 22:30:17 +0000 2018,0,0.816,0.104,0.08,13,"RT @alexlubben: The EPA said that scientific journals adhere to its proposed ""secret science"" restrictions. They don't. 

My latest over at…",@vicenews
VICE News,-0.078,Wed Apr 25 22:02:42 +0000 2018,0,0.817,0.103,0.08,20,"RT @HBO: Last August, @elspethreeve and the #ViceNewsTonight team went to Charlottesville and got exclusive, up-close and personal access i…",@vicenews
VICE News,-0.078,Wed Apr 25 22:02:32 +0000 2018,0,0.82,0.102,0.079,9,"RT @GiannaToboni: Assuming it’s volunteer only and law enforcement training is required, should teachers be armed? #VICEonHBO #FRIDAY @HBO…",@vicenews
VICE News,-0.075,Wed Apr 25 21:33:33 +0000 2018,29,0.821,0.1,0.079,11,".@GabbyGiffords is still recovering seven years after being shot

See our exclusive interview with her on VICENewsT… https://t.co/FZNULvO2OM",@vicenews
VICE News,-0.085,Wed Apr 25 21:24:49 +0000 2018,0,0.819,0.103,0.078,69,"RT @VICE: Five suspended Theta Tau brothers say the school is ""branding them as racist"" after they used racist slurs in videos. https://t.c…",@vicenews
VICE News,-0.084,Wed Apr 25 21:22:57 +0000 2018,32,0.821,0.102,0.077,8,UPDATE: Trump tweeted at Kanye again https://t.co/hlZwzqin2o https://t.co/BkoNX5qrNR,@vicenews
VICE News,-0.087,Wed Apr 25 21:21:28 +0000 2018,0,0.821,0.103,0.076,15,RT @alexaliautaud: ICYMI: Veterans are using the #IWasWrong to confess their complicity in the military's culture problem https://t.co/gru7…,@vicenews
VICE News,-0.093,Wed Apr 25 21:10:53 +0000 2018,0,0.821,0.103,0.075,9,RT @JaclynSkurie: We took a look at one of America's longest-running modern water wars @atmccann @flatbushnelson @JikaGlez @chenders0n: htt…,@vicenews
VICE News,-0.085,Wed Apr 25 21:07:40 +0000 2018,0,0.821,0.103,0.076,6,RT @adrs: A taste of today's episode of #vicenewstonight. Tune in to HBO at 730pm to see me swim in the Great Barrier Reef. https://t.co/SL…,@vicenews
VICE News,-0.08,Wed Apr 25 21:07:24 +0000 2018,15,0.821,0.102,0.077,8,"For many in California, legalization isn't the breakthrough they hoped it would be https://t.co/d6bPvf9cJ7",@vicenews
VICE News,-0.079,Wed Apr 25 21:00:37 +0000 2018,20,0.823,0.101,0.076,14,It’s hump day https://t.co/HePN72NmbB,@vicenews
VICE News,-0.079,Wed Apr 25 20:55:43 +0000 2018,47,0.825,0.1,0.076,20,107 women will be serving in the 115th Congress after Debbie Lesko takes her seat https://t.co/23Gt6EJI9B,@vicenews
VICE News,-0.078,Wed Apr 25 20:42:47 +0000 2018,46,0.827,0.099,0.075,14,DON’T LET HIM GET IN HIS ZONE https://t.co/wfitt9kJ4V,@vicenews
VICE News,-0.074,Wed Apr 25 20:38:28 +0000 2018,20,0.827,0.097,0.075,22,"The Marine Corps saw an increase of nearly 15 percent from 870 in 2016, to 998 last year https://t.co/XqRMhhKfSM",@vicenews
